sentence_number,sentence,word,cloze_prob
28,Daniel loved Annie and couldn't help but,think,0.01
28,Daniel loved Annie and couldn't help but,be happy,0.01
28,Daniel loved Annie and couldn't help but,gleem,0.01
28,Daniel loved Annie and couldn't help but,watch,0.01
28,Daniel loved Annie and couldn't help but,kiss her,0.01
28,Daniel loved Annie and couldn't help but,agree,0.01
28,Daniel loved Annie and couldn't help but,dote,0.01
28,Daniel loved Annie and couldn't help but,say,0.01
28,Daniel loved Annie and couldn't help but,doubting,0.01
28,Daniel loved Annie and couldn't help but,wanting more,0.01
28,Daniel loved Annie and couldn't help but,tell,0.01
28,Daniel loved Annie and couldn't help but,moan,0.01
28,Daniel loved Annie and couldn't help but,hug her,0.01
28,Daniel loved Annie and couldn't help but,gaze,0.01
28,Daniel loved Annie and couldn't help but,dream,0.01
29,The sailor entered the deck after lifting the door's,handle,0.28
29,The sailor entered the deck after lifting the door's,latch,0.24
29,The sailor entered the deck after lifting the door's,hatch,0.19
29,The sailor entered the deck after lifting the door's,lock,0.06
29,The sailor entered the deck after lifting the door's,hinge,0.03
29,The sailor entered the deck after lifting the door's,knocker,0.02
29,The sailor entered the deck after lifting the door's,bolt,0.01
29,The sailor entered the deck after lifting the door's,stopper,0.01
29,The sailor entered the deck after lifting the door's,off,0.01
29,The sailor entered the deck after lifting the door's,window,0.01
29,The sailor entered the deck after lifting the door's,side,0.01
29,The sailor entered the deck after lifting the door's,curtain,0.01
29,The sailor entered the deck after lifting the door's,lever,0.01
29,The sailor entered the deck after lifting the door's,mast,0.01
29,The sailor entered the deck after lifting the door's,knob,0.01
29,The sailor entered the deck after lifting the door's,gate,0.01
29,The sailor entered the deck after lifting the door's,screen,0.01
29,The sailor entered the deck after lifting the door's,frame,0.01
29,The sailor entered the deck after lifting the door's,opening,0.01
29,The sailor entered the deck after lifting the door's,hull,0.01
29,The sailor entered the deck after lifting the door's,clutch,0.01
29,The sailor entered the deck after lifting the door's,open,0.01
30,Allison did not like her husband calling her,names,0.24
30,Allison did not like her husband calling her,fat,0.16
30,Allison did not like her husband calling her,stupid,0.07
30,Allison did not like her husband calling her,honey,0.05
30,Allison did not like her husband calling her,babe,0.04
30,Allison did not like her husband calling her,sweetie,0.04
30,Allison did not like her husband calling her,dumb,0.03
30,Allison did not like her husband calling her,often,0.02
30,Allison did not like her husband calling her,baby,0.02
30,Allison did not like her husband calling her,whore,0.02
30,Allison did not like her husband calling her,sweetheart,0.02
30,Allison did not like her husband calling her,suspicious,0.01
30,Allison did not like her husband calling her,sweetums,0.01
30,Allison did not like her husband calling her,gigi,0.01
30,Allison did not like her husband calling her,ugly,0.01
30,Allison did not like her husband calling her,lazy,0.01
30,Allison did not like her husband calling her,controlling,0.01
30,Allison did not like her husband calling her,bimbo,0.01
30,Allison did not like her husband calling her,out,0.01
30,Allison did not like her husband calling her,at home,0.01
30,Allison did not like her husband calling her,pumpkin,0.01
30,Allison did not like her husband calling her,slow,0.01
30,Allison did not like her husband calling her,woman,0.01
30,Allison did not like her husband calling her,senseless,0.01
30,Allison did not like her husband calling her,flighty,0.01
30,Allison did not like her husband calling her,dork,0.01
30,Allison did not like her husband calling her,sweet thang,0.01
30,Allison did not like her husband calling her,princess,0.01
30,Allison did not like her husband calling her,mom,0.01
30,Allison did not like her husband calling her,rude,0.01
30,Allison did not like her husband calling her,bunny,0.01
30,Allison did not like her husband calling her,bitchy,0.01
30,Allison did not like her husband calling her,sugar tits,0.01
30,Allison did not like her husband calling her,twit,0.01
30,Allison did not like her husband calling her,mean,0.01
30,Allison did not like her husband calling her,boring,0.01
30,Allison did not like her husband calling her,muffin,0.01
31,The impatient man kept glancing at his,watch,0.94
31,The impatient man kept glancing at his,phone,0.02
31,The impatient man kept glancing at his,wife,0.01
31,The impatient man kept glancing at his,car,0.01
32,The treasure chest didn't close because of a broken,latch,0.47
32,The treasure chest didn't close because of a broken,lock,0.24
32,The treasure chest didn't close because of a broken,hinge,0.13
32,The treasure chest didn't close because of a broken,clasp,0.09
32,The treasure chest didn't close because of a broken,lid,0.02
32,The treasure chest didn't close because of a broken,handle,0.02
32,The treasure chest didn't close because of a broken,glass,0.01
32,The treasure chest didn't close because of a broken,clamp,0.01
33,"Looking for local beer, people walked to the",bar,0.37
33,"Looking for local beer, people walked to the",pub,0.27
33,"Looking for local beer, people walked to the",brewery,0.17
33,"Looking for local beer, people walked to the",store,0.1
33,"Looking for local beer, people walked to the",shore,0.02
33,"Looking for local beer, people walked to the",tavern,0.02
33,"Looking for local beer, people walked to the",distributor,0.01
33,"Looking for local beer, people walked to the",festival,0.01
33,"Looking for local beer, people walked to the",boardwalk,0.01
33,"Looking for local beer, people walked to the",market,0.01
34,Isaiah loved to see the wild eagles,fly,0.5
34,Isaiah loved to see the wild eagles,soar,0.4
34,Isaiah loved to see the wild eagles,nest,0.03
34,Isaiah loved to see the wild eagles,flying,0.02
34,Isaiah loved to see the wild eagles,wings,0.02
34,Isaiah loved to see the wild eagles,feathers,0.01
34,Isaiah loved to see the wild eagles,nests,0.01
35,"After the marathon, Kelly dined at a buffet to",eat,0.32
35,"After the marathon, Kelly dined at a buffet to",celebrate,0.13
35,"After the marathon, Kelly dined at a buffet to",refuel,0.12
35,"After the marathon, Kelly dined at a buffet to",relax,0.1
35,"After the marathon, Kelly dined at a buffet to",replenish,0.09
35,"After the marathon, Kelly dined at a buffet to",rest,0.03
35,"After the marathon, Kelly dined at a buffet to",recover,0.03
35,"After the marathon, Kelly dined at a buffet to",nourish,0.03
35,"After the marathon, Kelly dined at a buffet to",recoup,0.03
35,"After the marathon, Kelly dined at a buffet to",recharge,0.02
35,"After the marathon, Kelly dined at a buffet to",reenergize,0.02
35,"After the marathon, Kelly dined at a buffet to",refresh,0.02
35,"After the marathon, Kelly dined at a buffet to",go,0.01
35,"After the marathon, Kelly dined at a buffet to",regain her energy,0.01
35,"After the marathon, Kelly dined at a buffet to",beef up,0.01
35,"After the marathon, Kelly dined at a buffet to",refill,0.01
35,"After the marathon, Kelly dined at a buffet to",content,0.01
35,"After the marathon, Kelly dined at a buffet to",gorge,0.01
36,The men wanted to fish but they had no,bait,0.5
36,The men wanted to fish but they had no,poles,0.18
36,The men wanted to fish but they had no,rods,0.09
36,The men wanted to fish but they had no,money,0.03
36,The men wanted to fish but they had no,worms,0.03
36,The men wanted to fish but they had no,line,0.02
36,The men wanted to fish but they had no,boat,0.02
36,The men wanted to fish but they had no,lures,0.02
36,The men wanted to fish but they had no,fish,0.01
36,The men wanted to fish but they had no,fish in stock,0.01
36,The men wanted to fish but they had no,license,0.01
36,The men wanted to fish but they had no,cod,0.01
36,The men wanted to fish but they had no,tackle,0.01
36,The men wanted to fish but they had no,choice,0.01
36,The men wanted to fish but they had no,skills,0.01
36,The men wanted to fish but they had no,nets,0.01
36,The men wanted to fish but they had no,reels,0.01
36,The men wanted to fish but they had no,hurry,0.01
36,The men wanted to fish but they had no,pan,0.01
36,The men wanted to fish but they had no,salmon,0.01
37,Becca was disappointed that the free trip was a,scam,0.36
37,Becca was disappointed that the free trip was a,bust,0.12
37,Becca was disappointed that the free trip was a,hoax,0.07
37,Becca was disappointed that the free trip was a,disaster,0.07
37,Becca was disappointed that the free trip was a,sham,0.06
37,Becca was disappointed that the free trip was a,bore,0.05
37,Becca was disappointed that the free trip was a,dud,0.04
37,Becca was disappointed that the free trip was a,cancelled,0.03
37,Becca was disappointed that the free trip was a,lie,0.03
37,Becca was disappointed that the free trip was a,waste,0.03
37,Becca was disappointed that the free trip was a,fake,0.03
37,Becca was disappointed that the free trip was a,cruise,0.02
37,Becca was disappointed that the free trip was a,joke,0.01
37,Becca was disappointed that the free trip was a,weekend,0.01
37,Becca was disappointed that the free trip was a,failure,0.01
37,Becca was disappointed that the free trip was a,ruse,0.01
37,Becca was disappointed that the free trip was a,canceled,0.01
37,Becca was disappointed that the free trip was a,fraud,0.01
37,Becca was disappointed that the free trip was a,rouse,0.01
37,Becca was disappointed that the free trip was a,flop,0.01
37,Becca was disappointed that the free trip was a,ride,0.01
37,Becca was disappointed that the free trip was a,lost,0.01
38,Mother wouldn't let me wear it because of the,color,0.19
38,Mother wouldn't let me wear it because of the,cut,0.07
38,Mother wouldn't let me wear it because of the,length,0.07
38,Mother wouldn't let me wear it because of the,holes,0.06
38,Mother wouldn't let me wear it because of the,neckline,0.06
38,Mother wouldn't let me wear it because of the,stain,0.06
38,Mother wouldn't let me wear it because of the,size,0.05
38,Mother wouldn't let me wear it because of the,weather,0.05
38,Mother wouldn't let me wear it because of the,rip,0.04
38,Mother wouldn't let me wear it because of the,rain,0.03
38,Mother wouldn't let me wear it because of the,tear,0.03
38,Mother wouldn't let me wear it because of the,slit,0.03
38,Mother wouldn't let me wear it because of the,price,0.03
38,Mother wouldn't let me wear it because of the,style,0.02
38,Mother wouldn't let me wear it because of the,lace,0.02
38,Mother wouldn't let me wear it because of the,hemline,0.02
38,Mother wouldn't let me wear it because of the,diamonds,0.02
38,Mother wouldn't let me wear it because of the,cost,0.01
38,Mother wouldn't let me wear it because of the,sheerness,0.01
38,Mother wouldn't let me wear it because of the,smell,0.01
38,Mother wouldn't let me wear it because of the,shortness,0.01
38,Mother wouldn't let me wear it because of the,fur,0.01
