analysis_dataset_id,analysis_unit_id,human_rate,cv_fold,model_probability,human_rank,model_rank,model,group_type
hu_vt16,vt16::scarce/unavailable,0.57,7,0.0753333333333333,12.0,19.0,Conjunction Top-p,within_dataset
hu_vt16,vt16::silly/ridiculous,0.14,8,0.068,33.5,20.0,Conjunction Top-p,within_dataset
hu_vt16,vt16::small/tiny,0.25,9,0.022,23.0,27.0,Conjunction Top-p,within_dataset
hu_vt16,vt16::snug/tight,0.21,0,0.01,26.5,33.0,Conjunction Top-p,within_dataset
hu_vt16,vt16::sometimes/always,0.86,1,0.308,4.0,9.0,Conjunction Top-p,within_dataset
hu_vt16,vt16::special/unique,0.14,2,0.252,33.5,12.0,Conjunction Top-p,within_dataset
hu_vt16,vt16::start/finish,0.21,3,0.3033333333333333,26.5,10.0,Conjunction Top-p,within_dataset
hu_vt16,vt16::tired/exhausted,0.14,4,0.0193333333333333,33.5,28.0,Conjunction Top-p,within_dataset
hu_vt16,vt16::try/succeed,0.3899999999999999,5,0.016,15.5,29.5,Conjunction Top-p,within_dataset
hu_vt16,vt16::ugly/hideous,0.18,6,0.01,30.0,33.0,Conjunction Top-p,within_dataset
hu_vt16,vt16::warm/hot,0.64,7,0.6293333333333333,9.0,4.0,Conjunction Top-p,within_dataset
hu_vt16,vt16::wary/scared,0.14,8,0.0226666666666666,33.5,26.0,Conjunction Top-p,within_dataset
hu_vt16,vt16::adequate/good,0.32,0,0.9986666666666668,18.5,1.0,Disjunction Top-K,within_dataset
hu_vt16,vt16::allowed/obligatory,0.82,1,0.032,5.0,34.0,Disjunction Top-K,within_dataset
hu_vt16,vt16::attractive/stunning,0.21,2,0.102,26.5,30.0,Disjunction Top-K,within_dataset
hu_vt16,vt16::believe/know,0.61,3,0.9433333333333334,10.5,3.0,Disjunction Top-K,within_dataset
hu_vt16,vt16::big/enormous,0.21,4,0.0513333333333333,26.5,31.0,Disjunction Top-K,within_dataset
hu_vt16,vt16::cheap/free,0.93,5,0.7213333333333334,1.5,11.0,Disjunction Top-K,within_dataset
hu_vt16,vt16::content/happy,0.04,6,0.9006666666666666,38.0,7.0,Disjunction Top-K,within_dataset
hu_vt16,vt16::cool/cold,0.46,7,0.634,14.0,13.0,Disjunction Top-K,within_dataset
hu_vt16,vt16::dark/black,0.29,8,0.7133333333333334,20.5,12.0,Disjunction Top-K,within_dataset
hu_vt16,vt16::difficult/impossible,0.96,9,0.4293333333333333,0.0,19.0,Disjunction Top-K,within_dataset
hu_vt16,vt16::dislike/loathe,0.18,0,0.0,30.0,38.0,Disjunction Top-K,within_dataset
hu_vt16,vt16::funny/hilarious,0.29,1,0.1399999999999999,20.5,29.0,Disjunction Top-K,within_dataset
hu_vt16,vt16::good/excellent,0.32,2,0.4366666666666667,18.5,18.0,Disjunction Top-K,within_dataset
hu_vt16,vt16::good/perfect,0.3899999999999999,3,0.2279999999999999,15.5,28.0,Disjunction Top-K,within_dataset
hu_vt16,vt16::hard/unsolvable,0.71,4,0.296,8.0,23.0,Disjunction Top-K,within_dataset
hu_vt16,vt16::hungry/starving,0.25,5,0.0406666666666666,23.0,33.0,Disjunction Top-K,within_dataset
hu_vt16,vt16::intelligent/brilliant,0.07,6,0.7573333333333334,37.0,10.0,Disjunction Top-K,within_dataset
hu_vt16,vt16::like/love,0.25,7,0.3093333333333333,23.0,22.0,Disjunction Top-K,within_dataset
hu_vt16,vt16::low/depleted,0.79,8,0.0146666666666666,6.5,36.0,Disjunction Top-K,within_dataset
hu_vt16,vt16::may/will,0.89,9,0.9866666666666668,3.0,2.0,Disjunction Top-K,within_dataset
hu_vt16,vt16::memorable/unforgettable,0.54,0,0.61,13.0,14.0,Disjunction Top-K,within_dataset
hu_vt16,vt16::old/ancient,0.36,1,0.0286666666666666,17.0,35.0,Disjunction Top-K,within_dataset
hu_vt16,vt16::palatable/delicious,0.61,2,1.0,10.5,0.0,Disjunction Top-K,within_dataset
hu_vt16,vt16::participate/win,0.18,3,0.8766666666666666,30.0,8.0,Disjunction Top-K,within_dataset
hu_vt16,vt16::possible/certain,0.93,4,0.25,1.5,26.0,Disjunction Top-K,within_dataset
hu_vt16,vt16::pretty/beautiful,0.11,5,0.4126666666666667,36.0,21.0,Disjunction Top-K,within_dataset
hu_vt16,vt16::rare/extinct,0.79,6,0.0119999999999999,6.5,37.0,Disjunction Top-K,within_dataset
hu_vt16,vt16::scarce/unavailable,0.57,7,0.9106666666666668,12.0,6.0,Disjunction Top-K,within_dataset
hu_vt16,vt16::silly/ridiculous,0.14,8,0.4773333333333333,33.5,15.0,Disjunction Top-K,within_dataset
hu_vt16,vt16::small/tiny,0.25,9,0.042,23.0,32.0,Disjunction Top-K,within_dataset
hu_vt16,vt16::snug/tight,0.21,0,0.7953333333333333,26.5,9.0,Disjunction Top-K,within_dataset
hu_vt16,vt16::sometimes/always,0.86,1,0.438,4.0,17.0,Disjunction Top-K,within_dataset
hu_vt16,vt16::special/unique,0.14,2,0.4246666666666667,33.5,20.0,Disjunction Top-K,within_dataset
hu_vt16,vt16::start/finish,0.21,3,0.4726666666666667,26.5,16.0,Disjunction Top-K,within_dataset
hu_vt16,vt16::tired/exhausted,0.14,4,0.2666666666666666,33.5,24.0,Disjunction Top-K,within_dataset
hu_vt16,vt16::try/succeed,0.3899999999999999,5,0.2506666666666666,15.5,25.0,Disjunction Top-K,within_dataset
hu_vt16,vt16::ugly/hideous,0.18,6,0.2386666666666667,30.0,27.0,Disjunction Top-K,within_dataset
hu_vt16,vt16::warm/hot,0.64,7,0.9226666666666666,9.0,5.0,Disjunction Top-K,within_dataset
hu_vt16,vt16::wary/scared,0.14,8,0.936,33.5,4.0,Disjunction Top-K,within_dataset
hu_vt16,vt16::adequate/good,0.32,0,0.9986666666666668,18.5,1.5,Disjunction Top-p,within_dataset
hu_vt16,vt16::allowed/obligatory,0.82,1,0.0373333333333333,5.0,35.0,Disjunction Top-p,within_dataset
hu_vt16,vt16::attractive/stunning,0.21,2,0.1026666666666666,26.5,30.0,Disjunction Top-p,within_dataset
hu_vt16,vt16::believe/know,0.61,3,0.9566666666666668,10.5,3.0,Disjunction Top-p,within_dataset
hu_vt16,vt16::big/enormous,0.21,4,0.0946666666666666,26.5,31.0,Disjunction Top-p,within_dataset
hu_vt16,vt16::cheap/free,0.93,5,0.8386666666666667,1.5,9.0,Disjunction Top-p,within_dataset
hu_vt16,vt16::content/happy,0.04,6,0.906,38.0,7.0,Disjunction Top-p,within_dataset
hu_vt16,vt16::cool/cold,0.46,7,0.7306666666666667,14.0,13.0,Disjunction Top-p,within_dataset
hu_vt16,vt16::dark/black,0.29,8,0.7853333333333333,20.5,11.0,Disjunction Top-p,within_dataset
hu_vt16,vt16::difficult/impossible,0.96,9,0.4293333333333333,0.0,21.0,Disjunction Top-p,within_dataset
hu_vt16,vt16::dislike/loathe,0.18,0,0.0,30.0,38.0,Disjunction Top-p,within_dataset
hu_vt16,vt16::funny/hilarious,0.29,1,0.18,20.5,29.0,Disjunction Top-p,within_dataset
hu_vt16,vt16::good/excellent,0.32,2,0.4933333333333333,18.5,17.0,Disjunction Top-p,within_dataset
hu_vt16,vt16::good/perfect,0.3899999999999999,3,0.2953333333333333,15.5,23.0,Disjunction Top-p,within_dataset
hu_vt16,vt16::hard/unsolvable,0.71,4,0.2866666666666667,8.0,24.0,Disjunction Top-p,within_dataset
hu_vt16,vt16::hungry/starving,0.25,5,0.0406666666666666,23.0,34.0,Disjunction Top-p,within_dataset
hu_vt16,vt16::intelligent/brilliant,0.07,6,0.7773333333333333,37.0,12.0,Disjunction Top-p,within_dataset
hu_vt16,vt16::like/love,0.25,7,0.3166666666666666,23.0,22.0,Disjunction Top-p,within_dataset
hu_vt16,vt16::low/depleted,0.79,8,0.0193333333333333,6.5,36.0,Disjunction Top-p,within_dataset
hu_vt16,vt16::may/will,0.89,9,0.9986666666666668,3.0,1.5,Disjunction Top-p,within_dataset
hu_vt16,vt16::memorable/unforgettable,0.54,0,0.6106666666666667,13.0,14.0,Disjunction Top-p,within_dataset
hu_vt16,vt16::old/ancient,0.36,1,0.0446666666666666,17.0,33.0,Disjunction Top-p,within_dataset
hu_vt16,vt16::palatable/delicious,0.61,2,1.0,10.5,0.0,Disjunction Top-p,within_dataset
hu_vt16,vt16::participate/win,0.18,3,0.8786666666666667,30.0,8.0,Disjunction Top-p,within_dataset
hu_vt16,vt16::possible/certain,0.93,4,0.2653333333333333,1.5,26.0,Disjunction Top-p,within_dataset
hu_vt16,vt16::pretty/beautiful,0.11,5,0.4873333333333334,36.0,18.0,Disjunction Top-p,within_dataset
hu_vt16,vt16::rare/extinct,0.79,6,0.018,6.5,37.0,Disjunction Top-p,within_dataset
hu_vt16,vt16::scarce/unavailable,0.57,7,0.9113333333333332,12.0,6.0,Disjunction Top-p,within_dataset
hu_vt16,vt16::silly/ridiculous,0.14,8,0.478,33.5,19.0,Disjunction Top-p,within_dataset
hu_vt16,vt16::small/tiny,0.25,9,0.0606666666666666,23.0,32.0,Disjunction Top-p,within_dataset
hu_vt16,vt16::snug/tight,0.21,0,0.7953333333333333,26.5,10.0,Disjunction Top-p,within_dataset
hu_vt16,vt16::sometimes/always,0.86,1,0.5266666666666667,4.0,15.0,Disjunction Top-p,within_dataset
hu_vt16,vt16::special/unique,0.14,2,0.476,33.5,20.0,Disjunction Top-p,within_dataset
hu_vt16,vt16::start/finish,0.21,3,0.4986666666666666,26.5,16.0,Disjunction Top-p,within_dataset
hu_vt16,vt16::tired/exhausted,0.14,4,0.2673333333333333,33.5,25.0,Disjunction Top-p,within_dataset
hu_vt16,vt16::try/succeed,0.3899999999999999,5,0.2513333333333333,15.5,27.0,Disjunction Top-p,within_dataset
hu_vt16,vt16::ugly/hideous,0.18,6,0.2386666666666667,30.0,28.0,Disjunction Top-p,within_dataset
hu_vt16,vt16::warm/hot,0.64,7,0.9306666666666666,9.0,5.0,Disjunction Top-p,within_dataset
hu_vt16,vt16::wary/scared,0.14,8,0.936,33.5,4.0,Disjunction Top-p,within_dataset
hu_g18,g18::adequate/good,0.44,0,0.0011796618080934245,23.0,2.0,No linking structure,within_dataset
hu_g18,g18::ajar/open,0.11,1,5.1830697845461095e-05,64.0,20.0,No linking structure,within_dataset
hu_g18,g18::allowed/obligatory,0.73,2,1.3104852693524329e-05,8.0,35.0,No linking structure,within_dataset
hu_g18,g18::annoyed/angry,0.51,3,0.0003334789208098209,18.0,4.0,No linking structure,within_dataset
hu_g18,g18::attractive/stunning,0.08,4,4.7620411190462676e-06,66.0,41.0,No linking structure,within_dataset
hu_g18,g18::bent/twisted,0.46,5,1.5741141808926559e-07,21.0,54.0,No linking structure,within_dataset
hu_g18,g18::big/enormous,0.14,6,2.3364721356096874e-06,61.5,45.0,No linking structure,within_dataset
hu_g18,g18::calm/unflappable,0.25,7,2.4151378882606843e-06,45.5,44.0,No linking structure,within_dataset
hu_g18,g18::cheap/free,0.76,8,0.00010307765087986665,5.0,15.0,No linking structure,within_dataset
hu_g18,g18::chubby/fat,0.32,9,7.100175942659471e-05,34.5,16.0,No linking structure,within_dataset
hu_g18,g18::clean/spotless,0.27,0,2.1828435888763033e-08,43.0,63.0,No linking structure,within_dataset
hu_g18,g18::cleanish/clean,0.55,1,2.372982263755622e-05,16.0,29.0,No linking structure,within_dataset
hu_g18,g18::cold/freezing,0.49,2,5.873187508495833e-05,19.0,19.0,No linking structure,within_dataset
hu_g18,g18::content/happy,0.22,3,0.0015138254441329623,50.0,1.0,No linking structure,within_dataset
hu_g18,g18::cool/cold,0.43,4,0.00027157343896789594,24.0,5.0,No linking structure,within_dataset
hu_g18,g18::damaged/broken,0.16,5,5.2127502534847054e-06,59.0,40.0,No linking structure,within_dataset
hu_g18,g18::damp/wet,0.3,6,1.0206069539752156e-05,38.5,36.0,No linking structure,within_dataset
hu_g18,g18::dark/black,0.37,7,1.9238138379233715e-05,29.5,30.0,No linking structure,within_dataset
hu_g18,g18::difficult/impossible,0.76,8,0.002497344067331117,5.0,0.0,No linking structure,within_dataset
hu_g18,g18::dirty/filthy,0.14,9,1.4332472716980087e-07,61.5,55.0,No linking structure,within_dataset
hu_g18,g18::drunk/plastered,0.11,0,2.0600807781369428e-07,64.0,53.0,No linking structure,within_dataset
hu_g18,g18::dry/parched,0.22,1,5.5027085841760165e-08,50.0,60.0,No linking structure,within_dataset
hu_g18,g18::fat/obese,0.16,2,1.6395460665931882e-05,59.0,32.0,No linking structure,within_dataset
hu_g18,g18::faulty/non-functional,0.39,3,2.144532445183379e-08,25.5,64.0,No linking structure,within_dataset
hu_g18,g18::funny/hilarious,0.27,4,0.000114389526876223,43.0,14.0,No linking structure,within_dataset
hu_g18,g18::good/excellent,0.65,5,2.4483088067421597e-05,11.0,28.0,No linking structure,within_dataset
hu_g18,g18::good/perfect,0.58,6,3.29455960419677e-05,14.5,23.5,No linking structure,within_dataset
hu_g18,g18::happy/delighted,0.19,7,0.00023580852308635036,54.0,6.0,No linking structure,within_dataset
hu_g18,g18::hard/unsolvable,0.52,8,1.126553821501606e-08,17.0,65.0,No linking structure,within_dataset
hu_g18,g18::hot/scalding,0.35,9,4.715782379312004e-08,31.0,61.0,No linking structure,within_dataset
hu_g18,g18::hungry/starving,0.38,0,1.589102537197083e-05,27.5,34.0,No linking structure,within_dataset
hu_g18,g18::intelligent/brilliant,0.19,1,0.0001595560279336341,54.0,12.0,No linking structure,within_dataset
hu_g18,g18::large/gigantic,0.22,2,1.016325470565626e-07,50.0,56.0,No linking structure,within_dataset
hu_g18,g18::light/white,0.27,3,1.6074066272107118e-05,43.0,33.0,No linking structure,within_dataset
hu_g18,g18::likely/certain,0.79,4,0.00017534099068657708,2.5,9.5,No linking structure,within_dataset
hu_g18,g18::loud/defeaning,0.34,5,9.801809119770298e-10,32.0,66.0,No linking structure,within_dataset
hu_g18,g18::low/depleted,0.81,6,2.5696732118388166e-08,0.5,62.0,No linking structure,within_dataset
hu_g18,g18::mediocre/bad,0.7,7,0.00020499438658131252,9.5,7.0,No linking structure,within_dataset
hu_g18,g18::memorable/unforgettable,0.37,8,4.672679127859602e-06,29.5,42.0,No linking structure,within_dataset
hu_g18,g18::old/ancient,0.32,9,5.642527947431408e-06,34.5,38.0,No linking structure,within_dataset
hu_g18,g18::palatable/delicious,0.47,0,4.79355593905424e-05,20.0,21.0,No linking structure,within_dataset
hu_g18,g18::poor/destitute,0.31,1,9.528448253657196e-07,37.0,49.0,No linking structure,within_dataset
hu_g18,g18::possible/certain,0.58,2,0.00017534099068657708,14.5,9.5,No linking structure,within_dataset
hu_g18,g18::pretty/gorgeous,0.19,3,0.00014342749660673572,54.0,13.0,No linking structure,within_dataset
hu_g18,g18::quiet/inaudible,0.63,4,7.353464173960414e-08,12.0,58.0,No linking structure,within_dataset
hu_g18,g18::rainy/pouring,0.29,5,1.6826963940434046e-05,40.5,31.0,No linking structure,within_dataset
hu_g18,g18::rare/extinct,0.74,6,6.876802121009486e-08,7.0,59.0,No linking structure,within_dataset
hu_g18,g18::satifisfactory/impeccable,0.79,7,2.6568207181976376e-07,2.5,52.0,No linking structure,within_dataset
hu_g18,g18::scarce/unavailable,0.76,8,5.580719379982189e-07,5.0,51.0,No linking structure,within_dataset
hu_g18,g18::scared/petrified,0.32,9,7.986858624224171e-06,34.5,37.0,No linking structure,within_dataset
hu_g18,g18::sickish/sick,0.25,0,0.0003595650594580069,45.5,3.0,No linking structure,within_dataset
hu_g18,g18::silly/idiotic,0.32,1,1.47857164125088e-06,34.5,48.0,No linking structure,within_dataset
hu_g18,g18::silly/ridiculous,0.39,2,2.5658055996238622e-05,25.5,27.0,No linking structure,within_dataset
hu_g18,g18::sleepy/asleep,0.81,3,3.644603352270171e-05,0.5,22.0,No linking structure,within_dataset
hu_g18,g18::small/tiny,0.24,4,2.3041258096676356e-06,47.5,46.0,No linking structure,within_dataset
hu_g18,g18::snug/tight,0.18,5,2.8230739549923257e-06,56.0,43.0,No linking structure,within_dataset
hu_g18,g18::special/unique,0.17,6,3.29455960419677e-05,57.0,23.5,No linking structure,within_dataset
hu_g18,g18::tasty/delicious,0.16,7,6.727897681727033e-05,59.0,18.0,No linking structure,within_dataset
hu_g18,g18::thin/skinny,0.11,8,2.791351296926519e-05,64.0,25.5,No linking structure,within_dataset
hu_g18,g18::tipsy/drunk,0.38,9,2.791351296926519e-05,27.5,25.5,No linking structure,within_dataset
hu_g18,g18::tired/exhausted,0.3,0,6.756027300475626e-05,38.5,17.0,No linking structure,within_dataset
hu_g18,g18::ugly/hideous,0.21,1,1.5530795620672372e-06,52.0,47.0,No linking structure,within_dataset
hu_g18,g18::unhappy/miserable,0.29,2,5.561287562213174e-06,40.5,39.0,No linking structure,within_dataset
hu_g18,g18::unsettling/horrific,0.62,3,7.335717233997947e-07,13.0,50.0,No linking structure,within_dataset
hu_g18,g18::warm/hot,0.7,4,0.00019868737235569962,9.5,8.0,No linking structure,within_dataset
hu_g18,g18::wary/scared,0.45,5,0.0001752380145260507,22.0,11.0,No linking structure,within_dataset
hu_g18,g18::wet/soaked,0.24,6,7.552689582342057e-08,47.5,57.0,No linking structure,within_dataset
hu_g18,g18::adequate/good,0.44,0,0.01762928740759091,23.0,25.0,X but not Y,within_dataset
hu_g18,g18::ajar/open,0.11,1,0.21388670770890972,64.0,8.0,X but not Y,within_dataset
hu_g18,g18::allowed/obligatory,0.73,2,0.0027806228279978074,8.0,47.0,X but not Y,within_dataset
hu_g18,g18::annoyed/angry,0.51,3,0.25607124780122853,18.0,7.0,X but not Y,within_dataset
hu_g18,g18::attractive/stunning,0.08,4,0.0015869808601807621,66.0,49.0,X but not Y,within_dataset
hu_g18,g18::bent/twisted,0.46,5,0.01291300051431251,21.0,30.0,X but not Y,within_dataset
hu_g18,g18::big/enormous,0.14,6,0.00023789495781197575,61.5,57.0,X but not Y,within_dataset
hu_g18,g18::calm/unflappable,0.25,7,0.000342488834325559,45.5,55.0,X but not Y,within_dataset
hu_g18,g18::cheap/free,0.76,8,0.013448233647927646,5.0,29.0,X but not Y,within_dataset
hu_g18,g18::chubby/fat,0.32,9,0.45802800095606794,34.5,3.0,X but not Y,within_dataset
hu_g18,g18::clean/spotless,0.27,0,0.005623078995491089,43.0,42.0,X but not Y,within_dataset
hu_g18,g18::cleanish/clean,0.55,1,0.04788393395809587,16.0,19.0,X but not Y,within_dataset
hu_g18,g18::cold/freezing,0.49,2,0.05556793914656546,19.0,17.0,X but not Y,within_dataset
hu_g18,g18::content/happy,0.22,3,0.05068323511555143,50.0,18.0,X but not Y,within_dataset
hu_g18,g18::cool/cold,0.43,4,0.3977553529560861,24.0,4.0,X but not Y,within_dataset
hu_g18,g18::damaged/broken,0.16,5,0.0971916783651901,59.0,12.0,X but not Y,within_dataset
hu_g18,g18::damp/wet,0.3,6,0.060149959104779244,38.5,15.0,X but not Y,within_dataset
hu_g18,g18::dark/black,0.37,7,0.05715150358604157,29.5,16.0,X but not Y,within_dataset
hu_g18,g18::difficult/impossible,0.76,8,0.9170918547859208,5.0,0.0,X but not Y,within_dataset
hu_g18,g18::dirty/filthy,0.14,9,0.014451093296852256,61.5,27.0,X but not Y,within_dataset
hu_g18,g18::drunk/plastered,0.11,0,2.6419579594601723e-05,64.0,63.0,X but not Y,within_dataset
hu_g18,g18::dry/parched,0.22,1,0.00629686326321714,50.0,39.0,X but not Y,within_dataset
hu_g18,g18::fat/obese,0.16,2,0.008465629396197672,59.0,35.0,X but not Y,within_dataset
hu_g18,g18::faulty/non-functional,0.39,3,7.11997980787216e-05,25.5,60.0,X but not Y,within_dataset
hu_g18,g18::funny/hilarious,0.27,4,0.001371920529489043,43.0,50.0,X but not Y,within_dataset
hu_g18,g18::good/excellent,0.65,5,0.014787189813164198,11.0,26.0,X but not Y,within_dataset
hu_g18,g18::good/perfect,0.58,6,0.07054573710971576,14.5,14.0,X but not Y,within_dataset
hu_g18,g18::happy/delighted,0.19,7,0.0003479376891860691,54.0,54.0,X but not Y,within_dataset
hu_g18,g18::hard/unsolvable,0.52,8,5.989391304775752e-05,17.0,61.0,X but not Y,within_dataset
hu_g18,g18::hot/scalding,0.35,9,0.0001903795757380379,31.0,58.0,X but not Y,within_dataset
hu_g18,g18::hungry/starving,0.38,0,0.02123298193792523,27.5,22.0,X but not Y,within_dataset
hu_g18,g18::intelligent/brilliant,0.19,1,0.004543700981545385,54.0,44.0,X but not Y,within_dataset
hu_g18,g18::large/gigantic,0.22,2,0.008372844782499615,50.0,36.0,X but not Y,within_dataset
hu_g18,g18::light/white,0.27,3,0.0061698109488867855,43.0,41.0,X but not Y,within_dataset
hu_g18,g18::likely/certain,0.79,4,0.5086362714027688,2.5,2.0,X but not Y,within_dataset
hu_g18,g18::loud/defeaning,0.34,5,2.588356803602384e-07,32.0,66.0,X but not Y,within_dataset
hu_g18,g18::low/depleted,0.81,6,4.409924070805747e-05,0.5,62.0,X but not Y,within_dataset
hu_g18,g18::mediocre/bad,0.7,7,0.29045280489804437,9.5,6.0,X but not Y,within_dataset
hu_g18,g18::memorable/unforgettable,0.37,8,0.0024496845994776586,29.5,48.0,X but not Y,within_dataset
hu_g18,g18::old/ancient,0.32,9,0.028394354967197277,34.5,21.0,X but not Y,within_dataset
hu_g18,g18::palatable/delicious,0.47,0,0.011445762683539829,20.0,31.0,X but not Y,within_dataset
hu_g18,g18::poor/destitute,0.31,1,0.020570929670996486,37.0,23.0,X but not Y,within_dataset
hu_g18,g18::possible/certain,0.58,2,0.008629899075500921,14.5,34.0,X but not Y,within_dataset
hu_g18,g18::pretty/gorgeous,0.19,3,0.0039148536462177246,54.0,45.0,X but not Y,within_dataset
hu_g18,g18::quiet/inaudible,0.63,4,2.3078436371945863e-05,12.0,64.0,X but not Y,within_dataset
hu_g18,g18::rainy/pouring,0.29,5,0.0049792123721596054,40.5,43.0,X but not Y,within_dataset
hu_g18,g18::rare/extinct,0.74,6,0.000242490793328082,7.0,56.0,X but not Y,within_dataset
hu_g18,g18::satifisfactory/impeccable,0.79,7,0.0001544558379962089,2.5,59.0,X but not Y,within_dataset
hu_g18,g18::scarce/unavailable,0.76,8,0.0005275939977820621,5.0,52.0,X but not Y,within_dataset
hu_g18,g18::scared/petrified,0.32,9,0.0028966556911849263,34.5,46.0,X but not Y,within_dataset
hu_g18,g18::sickish/sick,0.25,0,0.16579492816563182,45.5,9.0,X but not Y,within_dataset
hu_g18,g18::silly/idiotic,0.32,1,0.00099784311113101,34.5,51.0,X but not Y,within_dataset
hu_g18,g18::silly/ridiculous,0.39,2,0.009153357656244985,25.5,33.0,X but not Y,within_dataset
hu_g18,g18::sleepy/asleep,0.81,3,0.011141069512965096,0.5,32.0,X but not Y,within_dataset
hu_g18,g18::small/tiny,0.24,4,0.09979312071544046,47.5,11.0,X but not Y,within_dataset
hu_g18,g18::snug/tight,0.18,5,0.16101112999795905,56.0,10.0,X but not Y,within_dataset
hu_g18,g18::special/unique,0.17,6,0.0707559053871385,57.0,13.0,X but not Y,within_dataset
hu_g18,g18::tasty/delicious,0.16,7,0.006273067491092856,59.0,40.0,X but not Y,within_dataset
hu_g18,g18::thin/skinny,0.11,8,0.007409536922586045,64.0,38.0,X but not Y,within_dataset
hu_g18,g18::tipsy/drunk,0.38,9,0.579475021891294,27.5,1.0,X but not Y,within_dataset
hu_g18,g18::tired/exhausted,0.3,0,0.033820521452466966,38.5,20.0,X but not Y,within_dataset
hu_g18,g18::ugly/hideous,0.21,1,0.013921565717509549,52.0,28.0,X but not Y,within_dataset
hu_g18,g18::unhappy/miserable,0.29,2,0.00831627957326676,40.5,37.0,X but not Y,within_dataset
hu_g18,g18::unsettling/horrific,0.62,3,2.16319595102407e-05,13.0,65.0,X but not Y,within_dataset
hu_g18,g18::warm/hot,0.7,4,0.35126056577021164,9.5,5.0,X but not Y,within_dataset
